Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,Number of Beds
451334,PARKVIEW HOSPITAL,2023-06-01,2024-05-31,16
452100,MESQUITE SPECIALTY HOSPITAL,2023-06-01,2024-05-31,40
522008,SSH -MADISON,2023-06-01,2024-05-31,58
673036,REHABILITATION INSTITUTE OF DENTON,2023-06-01,2024-05-31,44
32005,SSH - ARIZONA  INC.,2023-06-01,2024-05-31,32
42009,RH OF NORTHWESTARKANSAS  LLC,2023-06-01,2024-05-31,25
100054,TWIN CITIES HOSPITAL,2023-06-01,2024-05-31,65
100161,HCA FLORIDA LAKE MONROE HOSPITAL,2023-06-01,2024-05-31,199
101304,CALHOUN-LIBERTY HOSPITAL ASSN,2023-01-01,2023-12-31,10
104080,CORAL SHORES BEHAVIORAL HEALTH,2023-06-01,2024-05-31,80
111305,MILLER COUNTY HOSPITAL,2023-07-01,2024-06-30,25
141319,HAMMOND-HENRY HOSPITAL,2023-06-01,2024-05-31,23
141345,SALEM TOWNSHIP HOSPITAL,2023-04-01,2024-03-31,25
182003,SSH - LEXINGTON  INC,2023-06-01,2024-05-31,30
210039,CALVERT MEMORIAL HOSPITAL,2023-07-01,2024-06-30,78
230021,COREWELL HEALTH LAKELAND HOSPITALS,2023-01-01,2023-06-30,231
321310,HOLY CROSS HOSPITAL,2023-06-01,2024-05-31,25
340013,RUTHERFORD HOSPITAL  INC.,2023-06-01,2024-05-31,119
344014,HOLLY HILLS HOSPITAL,2023-01-01,2023-12-31,296
372005,OKC-AMG SPECIALTY HOSPITAL,2023-06-01,2024-05-31,18
390133,LEHIGH VALLEY,2023-07-01,2024-06-30,1216
440152,REGIONAL ONE HEALTH,2023-07-01,2024-06-30,291
442017,REGIONAL ONE HEALTH EXTENDED CARE HO,2023-07-01,2024-06-30,30
450241,FAITH COMMUNITY HOSPITAL,2023-06-01,2024-05-31,13
450638,HOUSTON NORTHWEST MEDICAL CENTER,2023-06-01,2024-05-31,281
450742,BAYLOR SCOTT & WHITE MC- LAKE POINTE,2023-06-01,2024-05-31,176
453096,VIBRA REHABILITATION HOSPITAL OF AMA,2023-08-01,2023-10-31,44
510070,RALEIGH GENERAL HOSPITAL,2023-06-01,2024-05-31,300
670098,RESOLUTE HEALTH,2023-06-01,2024-05-31,121
673078,SHANNON REHABILITATION HOSPITAL  AN,2023-07-01,2024-06-30,40
33041,REHABILITATION HOSPITAL OF NORTHERN,2023-06-01,2024-05-31,40
50243,DESERT HOSPITAL,2023-06-01,2024-05-31,326
50689,SAN RAMON REG. MEDICAL CENTER,2023-06-01,2024-05-31,123
50724,HEART HOSPITAL OF BAKERSFIELD,2023-01-01,2023-11-26,47
63027,SPALDING REHAB HOSPITAL,2023-06-01,2024-05-31,58
100287,GOOD SAMARITAN HOSPITAL,2023-06-01,2024-05-31,333
133027,REHABILITATION HOSPITAL OF THE NORTH,2023-06-01,2024-05-31,30
140172,FRANCISCAN ST. JAMES HEALTH,2023-01-01,2023-12-31,129
271344,SIDNEY HEALTH CENTER,2023-07-01,2024-06-30,25
292003,HORIZON SPEC HOSPITAL-LAS VEGAS,2023-06-01,2024-05-31,100
393053,PENN STATE HERSHEY REHABILITATION LL,2023-06-01,2024-05-31,98
431305,DOUGLAS COUNTY MEMORIAL HOSPITAL,2023-06-01,2024-05-31,11
450087,MEDICAL CITY NORTH HILLS,2023-06-01,2024-05-31,142
450324,TEXOMA MEDICAL CENTER,2023-01-01,2023-12-31,389
450668,THE HOSPITALS OF PROVIDENCE SIERRA C,2023-06-01,2024-05-31,282
450669,MEDICAL CITY LEWISVILLE,2023-06-01,2024-05-31,160
450675,MEDICAL CITY ARLINGTON,2023-06-01,2024-05-31,340
670034,ROUND ROCK HOSPITAL,2023-06-01,2024-05-31,164
33036,MOUNTAIN VALLEY REGIONAL REHABILITAT,2023-06-01,2024-05-31,44
50464,DOCTORS MEDICAL CENTER OF MODESTO,2023-06-01,2024-05-31,380
50506,ADVENTIST HEALTH SIERRA VISTA,2023-06-01,2024-05-31,162
50534,JOHN.F. KENNEDY MEMORIAL HOSP.,2023-06-01,2024-05-31,130
50633,ADVENTIST HEALTH TWIN CITIES,2023-06-01,2024-05-31,122
100230,MEMORIAL HOSPITAL PEMBROKE,2023-05-01,2024-04-30,195
130018,EASTERN IDAHO REGIONAL MEDICAL CENTE,2022-10-01,2023-09-30,246
161370,LORING HOSPITAL,2023-07-01,2024-06-30,25
191301,UNION GENERAL HOSPITAL  INC.,2023-07-01,2024-06-30,20
224041,SOUTHCOAST BEHAVIORAL HEALTH,2023-01-01,2023-12-31,192
230216,MCLAREN PORT HURON,2022-10-01,2023-09-30,152
260020,MERCY HOSPITAL - ST. LOUIS,2023-07-01,2024-06-30,782
370199,LAKESIDE WOMENS HOSPITAL,2023-07-01,2024-06-30,23
530011,MEM. HOSPT. OF SWEETWATER COUNTY,2023-07-01,2024-06-30,58
533027,ELKHORN VALLEY REHABILITATION HOSPIT,2023-06-01,2024-05-31,40
50118,DOCTORS HOSPITAL OF MANTECA,2023-06-01,2024-05-31,73
102027,KINDRED HOSPITAL MELBOURNE,2023-09-01,2024-08-31,47
151318,DUKES MEMORIAL HOSPITAL,2023-01-01,2023-12-31,25
161303,GRUNDY COUNTY MEM. HOSPITAL,2023-07-01,2024-06-30,25
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,2023-06-01,2024-05-31,302
180046,BOURBON COMMUNITY HOSPITAL,2023-06-01,2024-05-31,34
180070,OWENSBORO HEALTH TWIN LAKES MEDICAL,2023-06-01,2024-05-31,49
190004,THIBODAUX REGIONAL HEALTH SYSTEM,2022-10-01,2023-09-30,170
192031,CORNERSTONE SPECIALTY WEST MONROE,2023-09-01,2024-08-31,41
234023,HAVENWYCK HOSPITAL,2023-07-01,2024-06-30,213
322003,ALBUQUERQUE - AMG SPECIALTY HOSPITAL,2023-06-01,2024-05-31,32
363040,REHABILITATION HOSPITAL OF NORTHWEST,2023-06-01,2024-05-31,40
370211,INTEGRIS CANADIAN VALLEY HOSPITAL,2023-07-01,2024-06-30,66
371321,HOLDENVILLE GENERAL HOSPITAL,2023-07-01,2024-06-30,25
371333,CREEK NATION COMMUNITY HOSPITAL,2022-10-01,2023-09-30,25
420002,PIEDMONT MEDICAL CENTER,2023-06-01,2024-05-31,374
440183,ST. FRANCIS HOSPITAL,2023-06-01,2024-05-31,334
450647,MEDICAL CITY DALLAS,2023-06-01,2024-05-31,781
451380,UT HEALTH EAST TEXAS QUITMAN HOSPITA,2023-06-01,2024-05-31,25
42010,CORNERSTONE SPECIALTY LITTLE ROCK,2023-09-01,2024-08-31,40
50589,PLACENTIA LINDA COMMUNITY HOSPITAL,2023-06-01,2024-03-26,114
161379,MAHASKA HEALTH PARTNERSHIP,2023-07-01,2024-06-30,25
170176,OVERLAND PARK REGIONAL MED CTR,2023-06-01,2024-05-31,263
190116,MOREHOUSE GENERAL HOSPITAL,2023-06-01,2024-05-31,39
250117,HIGHLAND COMMUNITY HOSPITAL,2022-10-01,2023-09-30,49
260113,MISSOURI DELTA MEDICAL CENTER,2022-10-01,2023-09-30,98
260195,CITIZENS MEMORIAL HOSPITAL DISTRICT,2023-06-01,2024-05-31,52
430005,PRAIRIE LAKES HEALTH CARE CENTER,2023-06-01,2024-05-31,81
452073,KINDRED HOSPITAL SAN ANTONIO CENTRAL,2023-09-01,2024-08-31,44
452095,SOLARA SPECIALTY MCALLEN,2023-09-01,2024-08-31,53
50551,LOS ALAMITOS MEDICAL CTR.,2023-06-01,2024-03-26,172
50581,LAKEWOOD REGIONAL MED. CTR.,2023-06-01,2024-03-26,168
100079,UNIVERSITY OF MIAMI HOSP & CLINICS,2023-06-01,2024-05-31,538
100288,ST MARYS MEDICAL CENTER,2023-06-01,2024-05-31,388
144039,GARFIELD PARK HOSPITAL,2023-07-01,2024-06-30,
192013,CORNERSTONE SPECIALTY SOUTHWEST LOUI,2023-09-01,2024-08-31,28
371341,SHARE MEDICAL CENTER,2023-07-01,2024-06-30,25
451389,PECOS COUNTY MEMORIAL HOSPITAL,2023-01-01,2023-06-30,25
451389,PECOS COUNTY MEMORIAL HOSPITAL,2023-07-01,2023-12-31,25
452107,CORNERSTONE SPECIALTY CONROE,2023-09-01,2024-08-31,41
520063,ST. JOSEPHS COMM. HOSPT.,2023-07-01,2024-06-30,70
520107,HOLY FAMILY MEMORIAL INC,2023-07-01,2024-06-30,45
520177,FROEDTERT MEM. LUTHERAN HOSPT.,2023-07-01,2024-06-30,729
520213,FROEDTERT HLTH NEIGHORHOOD HOSP LLC,2023-07-01,2024-06-30,16
50279,HI - DESERT MEDICAL CENTER,2023-06-01,2024-05-31,55
52045,KINDRED HOSPITAL BALDWIN PARK,2023-09-01,2024-08-31,91
270003,ST. PETERS HOSPITAL,2023-06-01,2024-05-31,125
281338,HOWARD COUNTY MEDICAL CENTER,2023-07-01,2024-06-30,10
351335,JAMESTOWN REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,25
452111,ATRIUM MEDICAL CENTER,2022-12-01,2023-11-30,20
520103,COMMUNITY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,127
52037,KINDRED HOSPITAL ONTARIO,2023-09-01,2024-08-31,91
52038,KINDRED HOSPITAL LA MIRADA,2023-09-01,2024-08-31,193
52050,KINDRED HOSPITAL SOUTH BAY,2023-09-01,2024-08-31,57
150047,LUTHERAN DOWNTOWN HOSPITAL,2023-06-01,2024-05-31,60
240101,ST. MARYS REGIONAL HEALTH CENTER,2023-07-01,2024-06-30,36
260022,NORTHEAST REGIONAL MEDICAL CENTER,2023-06-01,2024-05-31,41
271305,MCCONE COUNTY HEALTH CENTER,2023-07-01,2024-06-30,25
320006,EASTERN NEW MEXICO MEDICAL CENTER,2023-06-01,2024-05-31,120
370113,INTEGRIS GROVE  HOSPITAL,2023-07-01,2024-06-30,41
381306,WALLOWA COUNTY HEALTH CARE DISTRICT,2023-07-01,2024-06-30,23
440031,ROANE COUNTY MEDICAL CENTER,2023-07-01,2024-06-30,52
460005,OGDEN REGIONAL MEDICAL CENTER,2023-06-01,2024-05-31,174
52049,KINDRED HOSPITAL RANCHO,2023-09-01,2024-08-31,53
100124,SANTA ROSA MEDICAL CENTER,2023-06-01,2024-05-31,87
142009,KINDRED HOSPITAL LAKESHORE,2023-09-01,2024-08-31,72
192006,CORNERSTONE SPECIALTY BOSSIER CITY,2023-09-01,2024-08-31,43
192022,LIFECARE SPECIALTY HOSPITAL OF N. LA,2023-06-01,2024-05-31,30
292002,KINDRED HOSPITAL LAS VEGAS,2023-09-01,2024-08-31,118
334027,SOUTH OAKS HOSPITAL,2023-01-01,2023-12-31,202
370004,INTEGRIS MIAMI HOSPITAL,2023-07-01,2024-06-30,36
394055,LANCASTER BEHAVIORAL HEALTH HOSPITAL,2023-07-01,2024-06-30,126
442007,KINDRED HOSPITAL CHATTANOOGA,2023-09-01,2024-08-31,44
452023,KINDRED HOSPITAL HOUSTON,2023-09-01,2024-08-31,97
490110,LEWISGALE HOSPITAL - MONTGOMERY,2022-10-01,2023-09-30,88
670108,BAYLOR SCOTT & WHITE - MARBLE FALLS,2023-06-01,2024-05-31,46
100038,MEMORIAL REGIONAL HOSPITAL,2023-05-01,2024-04-30,838
104016,RIVER POINT BEHAVIORAL HEALTH,2023-07-01,2024-06-30,84
141321,FRANKLIN HOSPITAL,2023-07-01,2024-06-30,16
370214,LINDSAY MUNICIPAL HOSPITAL AUTHORITY,2023-07-01,2024-06-30,26
373300,J D MCCARTY HANDICAPPED CTR,2023-07-01,2024-06-30,
381311,LOWER UMPQUA HOSPITAL,2023-07-01,2024-06-30,16
450196,PARIS REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,120
462005,UTAH VALLEY SPECIALTY HOSPITAL,2023-07-01,2024-06-30,18
31312,COPPER QUEEN COMM. HOSP.,2023-07-01,2024-06-30,14
52035,KINDRED HOSPITAL WESTMINSTER,2023-09-01,2024-08-31,109
52039,KINDRED HOSPITAL BREA,2023-09-01,2024-08-31,48
193096,ACADIANA REHABILITATION,2023-06-01,2024-05-31,16
281359,MEMORIAL COMMUNITY HOSPITAL,2023-01-01,2023-12-31,21
351322,ASHLEY MEDICAL CENTER,2023-07-01,2024-06-30,20
450015,DALLAS CO. HOSP. DIST.,2022-10-01,2023-09-30,787
464001,UTAH STATE HOSPITAL,2023-07-01,2024-06-30,358
32004,CORNERSTONE SPECIALTY TUCSON,2023-09-01,2024-08-31,34
62009,KINDRED HOSPITAL DENVER,2023-09-01,2024-08-31,68
102010,KINDRED HOSPITAL SOUTH FLORIDA,2023-09-01,2024-08-31,197
161330,AUDUBON COUNTY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,17
271342,DANIELS MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
281343,WEST HOLT MEMORIAL HOSPITAL,2023-07-01,2024-06-30,15
282000,MADONNA REHABILITATION LTC HOSPITAL,2023-07-01,2024-06-30,77
342012,KINDRED HOSPITAL GREENSBORO,2023-09-01,2024-08-31,101
370236,INTEGRIS HEALTH EDMOND,2023-07-01,2024-06-30,77
431300,MADISON REGIONAL HEALTH SYSTEM,2023-07-01,2024-06-30,22
440231,TRUSTPOINT HOSPITAL,2023-07-01,2024-06-30,18
451373,WARD MEMORIAL HOSPITAL,2023-01-01,2023-12-31,19
521329,ST MARYS HOSPITAL SUPERIOR,2023-07-01,2024-06-30,16
41308,MCGEHEE HOSPITAL,2023-07-01,2024-06-30,25
210044,GREATER BALTIMORE MEDICAL CENTER,2023-07-01,2024-06-30,258
241343,AVERA GRANITE FALLS,2023-07-01,2024-06-30,25
241360,DEER RIVER HEALTHCARE CENTER  INC.,2023-07-01,2024-06-30,20
241374,PIPESTONE COUNTY MEDICAL CENTER,2023-07-01,2024-06-30,18
250128,PANOLA MEDICAL CENTER,2023-01-01,2023-10-31,21
351310,SAKAKAWEA MEDICAL CENTER,2023-07-01,2024-06-30,13
370100,CHOCTAW MEMORIAL HOSPITAL,2023-07-01,2024-06-30,34
371332,SEILING MUNICIPAL HOSPITAL,2023-07-01,2024-06-30,18
431317,LANDMANN-JUNGMAN MEMORIAL HOSPITAL,2023-07-01,2024-06-30,20
440132,HENRY COUNTY MEDICAL CENTER,2023-07-01,2024-06-30,33
441313,HANCOCK COUNTY HOSPITAL,2023-07-01,2024-06-30,10
521353,CUMBERLAND MEMORIAL HOSPITAL,2023-07-01,2024-06-30,14
180004,MUHLENBERG COMMUNITY HOSPITAL,2023-06-01,2024-05-31,47
180156,ARH ADVANCED CARE - KENTUCKY RIVER,2023-07-13,2024-03-31,25
181317,CUMBERLAND COUNTY HOSPITAL,2023-07-01,2024-06-30,25
230779,STURGIS HOSPITAL  INC.,2023-07-06,2023-09-30,
241348,TYLER HEALTHCARE CENTER,2023-07-01,2024-06-30,20
241359,AVERA MARSHALL REGIONAL MEDICAL CTR,2023-07-01,2024-06-30,25
361321,BARNESVILLE HOSPITAL,2023-01-01,2023-12-31,25
364014,NORTHWEST - TOLEDO RPH,2023-07-01,2024-06-30,114
364015,APPALACHIAN RPH - ATHENS CAMPUS,2023-07-01,2024-06-30,92
364031,HEARTLAND RPH,2023-07-01,2024-06-30,152
364035,SUMMIT RPH,2023-07-01,2024-06-30,292
371329,FAIRVIEW HOSPITAL,2023-07-01,2024-06-30,25
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,48
450670,HCA HOUSTON HEALTHCARE TOMBALL,2023-07-01,2024-06-30,194
450678,WHITE ROCK MEDICAL CENTER,2023-06-01,2024-05-31,151
670259,CAPROCK HOSPITAL,2022-10-01,2023-09-30,10
40001,SILOAM SPRINGS MEMORIAL HOSPITAL,2023-04-01,2024-03-31,44
141326,HAMILTON MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
210022,SUBURBAN HOSPITAL,2023-07-01,2024-06-30,240
241309,PINE MEDICAL CENTER,2023-07-01,2024-06-30,9
241326,LONG PRAIRIE MEMORIAL HOSPITAL,2023-07-01,2024-06-30,14
241330,MELROSE AREA HOSPITAL CENTRACARE,2023-07-01,2024-06-30,14
241340,NORTHERN PINES MEDICAL CENTER,2023-07-01,2024-06-30,16
241349,PAYNESVILLE AREA HOSPITAL,2023-07-01,2024-06-30,15
241351,CARRIS HEALTH-REDWOOD LLC,2023-07-01,2024-06-30,14
241368,CCH - SAUK CENTRE,2023-07-01,2024-06-30,14
370153,ELKVIEW GENERAL HOSPITAL,2023-07-01,2024-06-30,25
451344,HANSFORD COUNTY HOSPITAL DISTRICT,2022-10-01,2023-09-30,14
453042,ENCOMPASS HEALTH REHABILITATION HOSP,2023-08-01,2024-07-31,77
454156,VOYAGES OF SUGAR LAND BH,2023-07-01,2024-06-30,60
673030,KATE DISHMAN REHAB HOSPITAL,2023-07-01,2024-06-30,27
673034,ENCOMPASS HEALTH REHABILITATION HOSP,2023-08-01,2024-07-31,60
13030,ENCOMPASS HEALTH REHABILITATION HOSP,2023-08-01,2024-07-31,56
33025,ENCOMPASS HEALTH REHABILITATION HOSP,2023-08-01,2024-07-31,60
33028,ENCOMPASS HEALTH REHABILITATION INST,2023-08-01,2024-07-31,80
33034,YUMA REHABILITATION HOSPITAL  AN AFF,2023-08-01,2024-07-31,51
34039,TALAS HARBOR AT BUCKEYE  LLC,2023-04-01,2024-03-31,
40011,CHAMBERS MEMORIAL HOSPITAL,2023-07-01,2024-06-30,30
41309,LAWRENCE MEMORIAL HOSPITAL,2023-07-01,2024-06-30,24
54122,NAPA STATE HOSPITAL,2023-07-01,2024-06-30,151
93025,NATIONAL REHABILITATION HOSPITAL,2023-07-01,2024-06-30,137
111306,EFFINGHAM HOSPITAL,2023-07-01,2024-06-30,25
143028,VAN MATRE ENCOMPASS HEALTH REHABILIT,2023-08-01,2024-07-31,65
153025,ENCOMPASS HEALTH DEACONESS REHABILIT,2023-08-01,2024-07-31,98
183027,ENCOMPASS HEALTH REHABILITATION HOSP,2023-08-01,2024-07-31,71
190208,EAST CARROLL PARISH HOSPITAL,2023-06-01,2024-05-31,23
240075,ST. JOSEPHS MEDICAL CENTER,2023-07-01,2024-06-30,113
254008,SOUTH MISSISSIPPI STATE HOSPITAL,2023-07-01,2024-06-30,50
260009,BOTHWELL REGIONAL HEALTH CENTER,2023-06-01,2024-05-31,71
271310,GARFIELD CO. HEALTH CENTER,2023-07-01,2024-06-30,25
271314,DEER LODGE MEDICAL CENTER,2023-07-01,2024-06-30,16
271331,MINERAL COMMUNITY HOSPITAL,2023-07-01,2024-06-30,25
283025,MADONNA REHABILITATION HOSPITAL,2023-07-01,2024-06-30,67
321300,SIERRA VISTA HOSPITAL,2023-07-01,2024-06-30,11
440039,VANDERBILT UNIVERSITY MEDICAL CENTER,2023-07-01,2024-06-30,1084
440102,LINCOLN MEDICAL CENTER,2023-07-01,2024-06-30,47
453029,ENCOMPASS HEALTH REHABILITATION HOSP,2023-08-01,2024-07-31,78
453040,ENCOMPASS HEALTH REHABILITATION HOSP,2023-08-01,2024-07-31,85
453059,ENCOMPASS HEALTH REHABILITATION HOSP,2023-08-01,2024-07-31,84
461304,CENTRAL VALLEY MEDICAL CENTER,2023-07-01,2024-06-30,25
513027,ENCOMPASS HEALTH REHABILITATION HOSP,2023-08-01,2024-07-31,50
53302,CHILDRENS HOSPITAL LOS ANGELES,2023-07-01,2024-06-30,452
72003,GAYLORD HOSPITAL  INC,2022-10-01,2023-09-30,137
90005,SIBLEY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,218
110018,PIEDMONT NEWTON HOSPITAL,2023-07-01,2024-06-30,94
110064,PIEDMONT COLUMBUS REGIONAL MIDTOWN,2023-07-01,2024-06-30,372
110074,PIEDMONT ATHENS REGIONAL MEDICAL CE,2023-07-01,2024-06-30,395
110083,PIEDMONT HOSPITAL INC.,2023-07-01,2024-06-30,574
110111,UNIVERSITY HOSPITAL MCDUFFIE,2023-07-01,2024-06-30,25
110191,PIEDMONT HENRY HOSPITAL  INC.,2023-07-01,2024-06-30,294
110215,PIEDMONT FAYETTE HOSPITAL INC.,2023-07-01,2024-06-30,299
141349,SPARTA COMMUNITY HOSPITAL,2023-07-01,2024-06-30,25
212002,WESTERN MARYLAND HOSPITAL CENTER,2023-07-01,2024-06-30,60
212003,DEERS HEAD CENTER,2023-07-01,2024-06-30,66
213300,MT WASHINGTON PEDIATRICS,2023-07-01,2024-06-30,
214018,SPRINGGROVE HOSPITAL CENTER,2023-07-01,2024-06-30,639
240084,ESSENTIA HEALTH VIRGINIA,2023-07-01,2024-06-30,49
260160,SOUTHEASTHEALTH CENTER OF STODDARD C,2023-01-01,2023-12-31,43
271302,DAHL MEMORIAL HEALTHCARE ASSOC.,2023-07-01,2024-06-30,25
271322,SHERIDAN MEMORIAL HOSPITAL,2023-07-01,2024-06-30,19
294012,SEVEN HILLS BEHAVIORAL INSTITUTE,2023-07-01,2024-06-30,134
314005,ANCORA PSYCHIATRIC HOSPITAL,2023-07-01,2024-06-30,515
314016,GREYSTONE PARK PSYCH. HOSPITAL,2023-07-01,2024-06-30,400
340060,UNC ROCKINGHAM HOSPITAL,2023-07-01,2024-06-30,108
340090,JOHNSTON HEALTH,2023-07-01,2024-06-30,179
340114,REX HOSPITAL,2023-07-01,2024-06-30,489
340131,CAROLINAEAST MEDICAL CENTER,2023-07-01,2024-06-30,309
344025,BROUGHTON HOSPITAL,2023-07-01,2024-06-30,384
344026,CHERRY HOSPITAL,2023-07-01,2024-06-30,314
370008,NORMAN REGIONAL HOSPITAL AUTHORITY,2023-07-01,2024-06-30,322
370016,BASS BAPTIST HEALTH CENTER,2023-07-01,2024-06-30,110
370022,JACKSON COUNTY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,49
370028,INTEGRIS BAPTIST MEDICAL CENTER,2023-07-01,2024-06-30,615
371338,HARMON MEMORIAL HOSPITAL,2023-07-01,2024-06-30,22
374000,GRIFFIN MEMORIAL HOSPITAL,2023-07-01,2024-06-30,120
390013,EVANGELICAL COMMUNITY HOSPITAL,2023-07-01,2024-06-30,119
390096,ST. JOSEPH MEDICAL CENTER,2023-07-01,2024-06-30,165
420048,MUSC HEALTH KERSHAW MEDICAL CENTER,2023-07-01,2024-06-30,99
420055,MUSC HEALTH MARION  MEDICAL CENTER,2023-07-01,2024-06-30,36
420091,MUSC HEALTH FLORENCE MEDICAL CENTER,2023-07-01,2024-06-30,187
431327,ST. MICHAELS HOSPITAL  INC.,2023-07-01,2024-06-30,25
450007,PETERSON REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,98
450079,BAYLOR S&W MEDICAL CENTER - IRVING,2023-07-01,2024-06-30,269
450563,BAYLOR MEDICAL CENTER-GRAPEVINE,2023-07-01,2024-06-30,286
490038,SMYTH COUNTY COMMUNITY HOSPITAL,2023-07-01,2024-06-30,20
490114,LONESOME PINE HOSPITAL,2023-07-01,2024-06-30,52
490127,BUCHANAN GENERAL HOSPITAL,2023-07-01,2024-06-30,111
491309,LEE COUNTY COMMUNITY HOSPITAL,2023-07-01,2024-06-30,12
493301,CHILDRENS HOSPITAL OF THE KINGS DA,2023-07-01,2024-06-30,196
530014,CHEYENNE REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,159
152020,ASCENSION ST VINCENT SETON SPECIALTY,2023-07-01,2024-06-30,72
161343,DELAWARE COUNTY MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
171318,SEDAN CITY HOSPITAL,2023-07-01,2024-06-30,15
261336,IRON COUNTY HOSPITAL,2023-07-01,2024-06-30,15
271338,BIG HORN HOSPITAL,2023-07-01,2024-06-30,18
281326,ANTELOPE MEMORIAL HOSPITAL,2023-07-01,2024-06-30,16
284009,DOUGLAS COUNTY HOSPITAL,2023-07-01,2024-06-30,16
370078,OSU MEDICAL CENTER,2023-07-01,2024-06-30,143
390002,UPMC MCKEESPORT,2023-07-01,2024-06-30,145
390004,HOLY SPIRIT HOSPITAL,2023-07-01,2024-06-30,229
390256,MILTON S. HERSHEY MEDICAL CENTER,2023-07-01,2024-06-30,629
400112,HOSPITAL UPR,2023-07-01,2024-06-30,212
450851,BAYLOR HEART AND VASCULAR HOSPITAL,2023-07-01,2024-06-30,56
370237,SAINT FRANCIS HOSPITAL VINITA,2023-07-01,2024-06-30,35
390117,UPMC BEDFORD,2023-07-01,2024-06-30,36
390160,CANONSBURG GENERAL HOSPITAL,2023-07-01,2024-06-30,88
390266,GROVE CITY MEDICAL CENTER,2023-07-01,2024-06-30,67
392050,GOOD SHEPHERD PENN PARTNERS,2023-07-01,2024-06-30,18
431302,AVERA GETTYSBURG HOSPITAL,2023-07-01,2024-06-30,7
670059,ST. LUKES LAKESIDE HOSPITAL,2023-07-01,2024-06-30,30
10023,BAPTIST MEDICAL CENTER SOUTH,2023-07-01,2024-06-30,342
10079,ATHENS LIMESTONE,2023-07-01,2024-06-30,66
10108,PRATTVILLE BAPTIST HOSPITAL,2023-07-01,2024-06-30,49
10149,BAPTIST MEDICAL CENTER EAST,2023-07-01,2024-06-30,208
34020,HAVEN BEHAVIORAL HOSIPITAL OF PHOENI,2023-07-01,2024-06-30,58
42013,CONTINUED CARE HOSPITAL JONESBORO,2023-07-01,2024-06-30,59
50017,MERCY GENERAL HOSPITAL,2023-07-01,2024-06-30,283
50124,VERDUGO HILLS HOSPITAL,2023-07-01,2024-06-30,135
50129,ST. BERNARDINE MEDICAL CENTER,2023-07-01,2024-06-30,318
50320,ALAMEDA HEALTH SYSTEM,2023-07-01,2024-06-30,232
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,2023-07-01,2024-06-30,437
50573,EISENHOWER MEDICAL CENTER,2023-07-01,2024-06-30,376
51300,EASTERN PLUMAS HEALTH CARE,2023-07-01,2024-06-30,9
60010,POUDRE VALLEY HOSPITAL,2023-07-01,2024-06-30,200
60020,PARKVIEW MEDICAL CENTER,2023-07-01,2024-06-30,251
60024,UNIVERSITY OF CO HOSPITAL,2023-07-01,2024-06-30,754
60112,SKY RIDGE MEDICAL CENTER,2023-07-01,2024-06-30,273
110015,TANNER MEDICAL CENTER-VILLA RICA,2023-07-01,2024-06-30,60
110034,AU MEDICAL CENTER  INC,2023-07-01,2024-06-30,498
110035,KENNESTONE HOSPITAL,2023-07-01,2024-06-30,642
110042,PAULDING MEDICAL CENTER,2023-07-01,2024-06-30,112
110043,ST. JOSEPHS HOSPITAL  INC.,2023-07-01,2024-06-30,231
110091,PIEDMONT ROCKDALE HOSPITAL,2023-07-01,2024-06-30,181
110143,COBB HOSPITAL AND MEDICAL CENTER,2023-07-01,2024-06-30,367
110184,DOUGLAS HOSPITAL,2023-07-01,2024-06-30,112
110225,PIEDMONT MOUNTAINSIDE HOSPITAL  INC.,2023-07-01,2024-06-30,62
110236,CHI MEMORIAL HOSPITAL - GEORGIA,2023-07-01,2024-06-30,35
134010,STATE HOSPITAL SOUTH,2023-07-01,2024-06-30,110
141338,MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
143301,LARABIDA CHILDRENS HOSPITAL,2023-07-01,2024-06-30,39
160057,SOUTHEAST IOWA REGIONAL MEDICAL CTR,2023-07-01,2024-06-30,174
190779,OUR LADY OF THE LAKE ASSUMPTION COM,2023-08-03,2024-06-30,
210004,HOLY CROSS HOSPITAL,2023-07-01,2024-06-30,386
222006,LEMUEL SHATTUCK HOSPITAL,2023-07-01,2024-06-30,248
241362,CCH-MONTICELLO,2023-07-01,2024-06-30,25
241365,CENTRACARE BENSON,2023-07-01,2024-06-30,11
264020,ROYAL OAKS HOSPITAL,2023-07-01,2024-06-30,
271327,ROSEBUD COMMUNITY HOSPITAL,2023-07-01,2024-06-30,25
281307,SAUNDERS MEDICAL CENTER,2023-07-01,2024-06-30,16
